RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
313595,Airplane,WEST PLAINS REGIONAL ARPT,"(5000, 18000]",PILATUS PC12,1,1,None,7/23/11 0:00,No damage,1,BUSINESS,Missouri,Descent,None,False,False,BIRD HIT WINDSHLD CENTER POST. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,10000,0,No
314350,Airplane,CHARLES DE GAULLE,"(2000, 3000]",B-757-200,1,1,None,7/23/11 0:00,No damage,2,AMERICAN AIRLINES,,Climb,None,False,False,NO DMG.,Small,Overcast,Unknown bird - small,N,0,3000,0,Yes
314360,Airplane,HOUSTON-HOBBY,"(1000, 2000]",B-737-700,1,1,None,7/23/11 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,"BIRD REPTD AS ""PIGEON"". LOCATION RETPD AS 1 1/2 FROM RWY 4.",Medium,No Cloud,Unknown bird - medium,Y,0,1400,0,Yes
314357,Airplane,PENSACOLA REGIONAL,"(-1, 0]",BE-1900,1,1,None,7/23/11 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Take-off run,Rain,True,False,,Small,Some Cloud,Sparrows,N,0,0,0,No
314361,Airplane,THEODORE FRANCIS GREEN STATE,"(-1, 0]",B-737-700,1,1,None,7/23/11 0:00,No damage,2,SOUTHWEST AIRLINES,Rhode Island,Take-off run,None,True,False,,Small,Some Cloud,Barn swallow,N,0,0,0,Yes
314352,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",EMB-145,1,1,None,7/23/11 0:00,No damage,2,CHAUTAUQUA AIRLINES,Michigan,Landing Roll,None,True,False,REMAINS REMVD FROM RWY 22R NEAR APRCH. NO DMG REPTD TO A/C.,Small,Some Cloud,European starling,Y,0,0,0,No
314349,Airplane,LEHIGH VALLEY INTL,"(10, 30]",MD-82,1,1,None,7/23/11 0:00,No damage,2,ALLEGIANT AIR,Pennsylvania,Approach,None,True,False,PILOT STATES HE STRUCK BIRD AT ABOUT 20 FT OFF GRND. FOUND BIRD ON RWY 6 NEAR A4. NO DMG TO A/C. ALSO FOUND BIRD REMAINS ON GRND NEAR NOSE GEAR AT GATE.,Small,No Cloud,Tree swallow,Y,0,20,0,No
314355,Airplane,JOHN F KENNEDY INTL,"(10, 30]",B-737-800,1,1,None,7/23/11 0:00,No damage,2,DELTA AIR LINES,New York,Approach,None,True,False,CAPT STATED HE SAW APPROX 20 SMALL BIRDS. HE BELIEVED THEY STRUCK JUST ONE. ONE RECVRD FROM RWY. BLOOD SPLATTER ON LT SIDE OF FUSELAGE JUST IN FRONT OF NOSE GEAR NEAR FLAP. NO EVIDENCE OF ADDTL STRIKES. (DATA ENTRY NOTE: ALT REPTD AS 0 AND 50' TOOK AVG),Small,Some Cloud,European starling,Y,0,25,0,Yes
314366,Airplane,RONALD REAGAN WASHINGTON NATL,"(100, 200]",B-737-800,1,1,None,7/24/11 0:00,No damage,2,AMERICAN AIRLINES,DC,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,200,0,Yes
314364,Airplane,PHILADELPHIA INTL,"(30, 50]",MD-82,1,1,None,7/24/11 0:00,No damage,2,AMERICAN AIRLINES,Pennsylvania,Climb,None,False,False,VERY SMALL BIRD DEFLECTED OFF F/O WINDSHIELD.,Small,No Cloud,Unknown bird - small,N,0,50,0,No
313600,Airplane,SALT LAKE CITY INTL,"(400, 600]",A-320,1,1,None,7/24/11 0:00,No damage,2,JETBLUE AIRWAYS,Utah,Climb,None,False,False,NO DMG. STRIKE OCCURRED PAST THE DEPTR. END OF RWY AFTER T/O.,Small,No Cloud,Unknown bird - small,N,0,500,0,No
314378,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(400, 600]",B-737-500,1,1,None,7/24/11 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Approach,None,False,False,NO SIGN OF BIRD ON PREFLT BY NEXT CREW.,Small,Some Cloud,Unknown bird - small,N,0,500,0,Yes
314377,Airplane,MINETA SAN JOSE INTL,"(30, 50]",B-737-500,1,1,None,7/24/11 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,False,False,"ARPT OPS RESPONDED AND INSPECTED RWY WITH NEG RESULTS. NO DMG REPTD BY AIRLINE AT TIME OF EVENT. BIRD REPTD AS ""HALK"".",Large,No Cloud,Unknown bird - large,Y,0,50,0,Yes
314371,Airplane,WILL ROGERS WORLD ARPT,"(-1, 0]",MD-88,1,1,None,7/24/11 0:00,No damage,2,DELTA AIR LINES,Oklahoma,Take-off run,None,False,False,ARPT WILDLF LOG DID NOT SHOW THIS STRIKE.,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
314375,Airplane,GREENVILLE-SPARTANBURG INTL,"(0, 10]",B-737-700,1,1,None,7/24/11 0:00,No damage,2,SOUTHWEST AIRLINES,South Carolina,Approach,None,False,False,"SMALL BIRD REMAINS ON RT SIDE OF RADOME UNDER WINDSCREEN. A/C INSPECTED AND CLEANED OFF BY MX. NO ENG INGESTION OR DMG TO A/C. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",Small,Some Cloud,Unknown bird - small,Y,0,10,0,Yes
314365,Airplane,DALLAS/FORT WORTH INTL ARPT,"(5000, 18000]",MD-82,1,1,None,7/24/11 0:00,No damage,2,AMERICAN AIRLINES,Texas,Descent,None,False,False,BIRD REMAINS ON LT FRWD FUSELAGE. LOCATION REPTD AS 55NM NE KDFW.,Medium,No Cloud,Unknown bird - medium,N,0,11000,0,No
314376,Airplane,MIDLAND INTL,"(1000, 2000]",B-737-300,1,1,None,7/24/11 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,None,False,False,FUSELAGE ABOVE WINDSHIELD.,Small,No Cloud,Unknown bird - small,Y,0,2000,0,Yes
313599,Airplane,REID-HILLVIEW ARPT OF SANTA CLARA CNTY,"(-1, 0]",BELLANCA CIT,1,1,Aborted Take-off,7/24/11 0:00,No damage,1,BUSINESS,California,Take-off run,None,True,False,,Medium,Overcast,Peregrine falcon,N,0,0,0,No
314381,Airplane,CAPITAL CITY (MI),"(-1, 0]",B-737-700,1,1,None,7/24/11 0:00,No damage,2,SUN COUNTRY AIRLINES,Michigan,Landing Roll,None,True,False,,Small,Some Cloud,Killdeer,N,0,0,0,Yes
314372,Airplane,KANSAS CITY INTL,"(-1, 0]",EMB-145,1,1,None,7/24/11 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Missouri,Take-off run,None,True,False,,Small,Some Cloud,Barn swallow,Y,0,0,0,No
314870,Airplane,GEORGE BUSH INTERCONTINENTAL,"(200, 400]",B-757-200,1,1,None,7/24/11 0:00,No damage,2,CONTINENTAL AIRLINES,Texas,Approach,None,False,False,ATIS WARNIING. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,400,0,Yes
314871,Airplane,KALAMAZOO/BATTLE CREEK INTL,"(-1, 0]",CL-RJ100/200,1,1,None,7/24/11 0:00,No damage,2,COMAIR AIRLINES,Michigan,Take-off run,Fog,False,False,DURING T/O FLT 255 ROTATED THE A/C AND HIT A SML BIRD. PILOT ADVISED SUSPECT NO DMG.,Small,No Cloud,Sparrows,N,0,0,0,No
314389,Airplane,LAMBERT-ST LOUIS INTL,"(400, 600]",MD-83,1,1,None,7/25/11 0:00,No damage,2,AMERICAN AIRLINES,Missouri,Approach,None,False,False,,Small,No Cloud,European starling,Y,0,500,0,No
314388,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(600, 1000]",B-737-800,1,1,None,7/25/11 0:00,No damage,2,AMERICAN AIRLINES,Michigan,Approach,None,False,False,"LOUD STRIKE, DID NOT SEE BIRD BEFORE STRIKE. IMPACT ABOVE F/O WINDSHIELD. LANDED UNEVENTFULLY.",Medium,No Cloud,Unknown bird - medium,N,0,1000,0,Yes
313606,Airplane,ASHEVILLE REGIONAL ARPT,"(0, 10]",CL-RJ100/200,1,1,None,7/25/11 0:00,No damage,2,ATLANTIC SOUTHEAST,North Carolina,Approach,Fog,False,False,NO DMG NOTED.,Small,Overcast,Unknown bird - small,N,0,5,0,No
314400,Airplane,ADAMS FIELD ARPT,"(600, 1000]",B-737-300,1,1,None,7/25/11 0:00,No damage,2,SOUTHWEST AIRLINES,Arkansas,Approach,None,False,False,FINAL APRCH.,Small,No Cloud,Unknown bird - small,N,0,800,0,Yes
314398,Airplane,ST LOUIS DOWNTOWN,"(0, 10]",PILATUS PC12,1,1,None,7/25/11 0:00,No damage,1,BUSINESS,Illinois,Approach,None,True,False,EVID OF BIRDSTRIKE NOTED POSTLFT KCPS. INSPECTED IAW M/M. NO DMG NOTED.,Small,No Cloud,Unknown bird - small,N,200,10,0,No
314384,Airplane,HUNTSVILLE INTL,"(-1, 0]",B-717-200,1,1,None,7/25/11 0:00,No damage,2,AIRTRAN AIRWAYS,Alabama,Take-off run,None,True,False,"TOWER REPTD. BIRD REPTD AS MEADOWLARK, ASSUME EASTERN FROM LOCATION.",Small,Overcast,Eastern meadowlark,N,0,0,0,No
314391,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",EMB-145,1,1,None,7/25/11 0:00,No damage,2,CHAUTAUQUA AIRLINES,Kentucky,Landing Roll,None,True,False,,Small,No Cloud,American robin,Y,0,0,0,No
313602,Airplane,CYRIL E KING ARPT,"(-1, 0]",B-757-200,1,1,Other,7/25/11 0:00,Caused damage,2,AMERICAN AIRLINES,Virgin Islands,Take-off run,None,False,False,"BIRD REPTD AS WATERFOWL/LOON. AFTER T/O GOT ACRID SMELL FOR A FEW MINUTES, THEN IT CLEARED. SUSPECTED BIRD STRIKE AND HAS SEEN ONE JUST PRIOR TO ROTATION. F/O DID NOT SEE IT. ALL ENG PARAMETERS NORMAL THRUOUT FLT. NOTIFIED DISPATCH & MX. POST FLT INSPN FO",Medium,No Cloud,Unknown bird - medium,N,0,0,0,Yes
313605,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(5000, 18000]",DC-8-70,1,1,None,7/25/11 0:00,Caused damage,4,ASTAR AIR CARGO,Kentucky,Descent,None,False,False,"LARGE BIRD, POSSIBLY GOOSE. DENTED SCOOP IN THE NOSE. PHOTO.",Large,No Cloud,Unknown bird - large,N,"3,000",9700,0,No
314404,Airplane,CUYAHOGA COUNTY ARPT,"(10, 30]",HAWKER 800,1,1,None,7/26/11 0:00,No damage,2,BUSINESS,Ohio,Approach,None,False,False,"DURING LANDING FLARE, NOTICED A SMALL BIRD APPEAR IN FRONT OF PLANE AND DISAPPEAR FROM VIEW BELOW NOSE. COULD FEEL A SMALL THUMP WHEN HIT. BIRD REMAINS ON NOSE STRUT, BOTTOM OF RT SIDE FUSELAGE, RT WING L/E AND BOTTOM OF RT WING. NO DMG TO A/C.",Small,Some Cloud,Unknown bird - small,N,0,30,0,No
313542,Airplane,LAGUARDIA NY,"(50, 100]",A-319,1,1,Other,7/26/11 0:00,No damage,2,US AIRWAYS,New York,Approach,None,False,False,"F/O REPTD SEEING THE BIRD, OPPOSITE DIRECTION, SAME ALTITUDE. RAISED NOSE OF A/C. TO AVOID. REPTD THE BIRD PASSED TO THE INSIDE RT SIDE THEM HEARD A LOUD THUMP/STRIKE. INSPN FOUND AFTER THOROUGH SEARCH. RWY INSPN REVEALED NO CARCASS. PILOT DESCRIBED BIRD",Large,Some Cloud,Unknown bird - large,Y,0,100,0,No
314118,Airplane,RICHMOND INTL,"(10, 30]",CL-RJ100/200,1,1,None,7/26/11 0:00,No damage,2,PINNACLE,Virginia,Approach,None,True,False,AFD WARNING. MALE EASTERN MEADOWLARK.,Small,Some Cloud,Eastern meadowlark,Y,0,25,0,No
313540,Airplane,LAMBERT-ST LOUIS INTL,"(10, 30]",B-737-300,1,1,None,7/26/11 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Approach,None,True,False,"STL OPS COLLECTED AND WS ID'D REMAINS. JUST PRIOR TO T/D, BIRD HIT LEFT LWR PART OF RADOME. BIRD FIRST REPTD AS STARLING BY UNKN.",Small,No Cloud,Barn swallow,Y,0,20,0,Yes
314407,Airplane,VALLEY INTL,"(-1, 0]",EMB-145,1,1,None,7/26/11 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Landing Roll,None,True,True,ID BY SMITHSONIAN. LANDING RWY 17R STRUCK A BIRD WITH RT SIDE OF NOSE. RWY INSPN REVEALED A SMALL WHITE WING DOVE LOCATED ON APRCH END OF RWY 17R. TOWER ADVISED OF BIRD LOCATED AND RWY CLEARED.,Small,No Cloud,Mourning dove,N,0,0,0,No
314403,Airplane,MINETA SAN JOSE INTL,"(-1, 0]",PIAGGIO P180,1,1,None,7/26/11 0:00,No damage,2,AVANTAIR,California,Take-off run,None,True,True,ID BY SMITHSONIAN. A/C CONT FLT.,Small,No Cloud,American kestrel,Y,0,0,0,No
314121,Airplane,JOHN F KENNEDY INTL,"(-1, 0]",B-757-200,1,1,None,7/26/11 0:00,No damage,2,UNITED AIRLINES,New York,Landing Roll,None,True,True,ID BY SMITHSONIAN. PILOT REPTD ON GRND FREQ HE BELIEVED THE BIRD WAS A SPARROW. NO DMG TO A/C WINDSHIELD. SAMPLE TAKEN.,Small,No Cloud,Barn swallow,Y,0,0,0,Yes
314820,Airplane,NASHVILLE INTL,"(-1, 0]",CL-RJ100/200,1,1,None,7/27/11 0:00,No damage,2,PSA AIRLINES,Tennessee,Landing Roll,None,False,False,NO KNOWN DMG,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
314127,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",EMB-135,1,1,None,7/27/11 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,False,False,BIRD STRUCK NOSE LANDING GEAR DURING LANDING R/O.,Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
313543,Airplane,SACRAMENTO MATHER ARPT,"(0, 10]",EMB-135,1,1,None,7/27/11 0:00,No damage,2,ADI SHUTTLE GROUP,California,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,10,0,No
314416,Airplane,GILLETTE CAMPBELL CO,"(-1, 0]",EMB-120,1,1,None,7/27/11 0:00,No damage,2,SKYWEST AIRLINES,Wyoming,Landing Roll,None,False,False,REPTD SMALL BIRD FROM CAPT. NO REMAINS OF BIRD FOUND.,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
313545,Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",B-737-400,1,1,None,7/27/11 0:00,No damage,2,ALASKA AIRLINES,California,Landing Roll,None,False,False,"NO DMG. CAPT NOTIFIED TWR THAT HE THOUGHT HE HAD HIT A BIRD. AT THE 1,000' MARKER RWY 28R ON LANDING. TAXIED TO GATE FOR INSPN. NO REMAINS FOUND ON RWY.",Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
313544,Airplane,LAGUARDIA NY,"(0, 10]",MD-82,1,1,None,7/27/11 0:00,No damage,2,AMERICAN AIRLINES,New York,Climb,None,False,False,"BIRDS WERE SML, BLACK. TWR REPTD THAT CAPT REPTD STRIKING A BIRD ON T/O.",Small,Some Cloud,Unknown bird - small,N,0,10,0,No
314419,Airplane,BALTIMORE WASH INTL,"(600, 1000]",A-321,1,1,None,7/27/11 0:00,No damage,2,US AIRWAYS,Maryland,Approach,None,False,False,BIRD HIT FRONT LT BOTTOM NOSE CONE. NO DMG TO A/C. BWI OPS REPTD THAT USAIR OPS REPTS ONLY A BLOOD STAIN ON RADOME. LOCATION REPTD AS 3 MILES FROM FINAL.,Large,No Cloud,Unknown bird - large,Y,0,1000,0,No
314418,Airplane,SACRAMENTO INTL,"(-1, 0]",B-737-700,1,1,None,7/27/11 0:00,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,None,False,False,NO DMG. ACRID SMELL IN A/C.,Small,No Cloud,Unknown bird - small,Y,0,0,0,Yes
314415,Airplane,GREATER BINGHAMTON ARPT,"(-1, 0]",HAWKER 800,1,1,None,7/27/11 0:00,No damage,2,BUSINESS,New York,Landing Roll,None,True,False,BIRD STRUCK WINDSHIELD. NO DMG TO A/C.,Small,Overcast,Eastern phoebe,N,0,0,0,No
313550,Airplane,ABERDEEN REGIONAL AR,"(-1, 0]",CL-RJ100/200,1,1,Other,7/27/11 0:00,No damage,2,MESABA AIRLINES,South Dakota,Landing Roll,None,True,False,"DURING AFTERNOON RWY INSPN, HAD TO DELAY FOR A/C TO LAND. THEN FOUND BIRD ON RWY. FLT WAS DELAYED 1/2 HR FOR MX TO CHECK A/C. FOUND BIRD BY LIGHT #57. NO DMG, COULD NOT TELL WHERE BIRD HIT A/C. MX RECORDS INDICATED STRIKE WAS ON SHORT FINAL.",Small,Some Cloud,American kestrel,N,0,0,0,No
314128,Airplane,HARRISBURG INTL,"(30, 50]",EMB-145,1,1,None,7/27/11 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Pennsylvania,Climb,None,True,False,,Small,No Cloud,Unknown bird - small,Y,0,50,0,No
313547,Airplane,NEWARK LIBERTY INTL ARPT,"(0, 10]",B-737-800,1,1,None,7/27/11 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,None,True,False,CAPT REPTD GLANCING BLOW TO CAPT'S SIDE WINDSCREEN. BIRD WAS FOUND MOSTLY INTACT ON RWY 4R NEAR INTXN G 15' LEFT OF CENTERLINE.,Small,No Cloud,Barn swallow,Y,0,10,0,Yes
314125,Airplane,LOGAN INTL,"(-1, 0]",B-757-200,1,1,None,7/27/11 0:00,No damage,2,AMERICAN AIRLINES,Massachusetts,Take-off run,None,True,True,ID BY SMITHSONIAN. PILOT REPTD POSSIBLE STRIKE ON T/O RUN. RWY CKD AND ONE BIRD FOUND ON SHOULDER OF 4R NEAR 4000 FT DIST TO GO SIGN. NO DMG REPTD. BIRD COLLECTED AND SAMPLED.,Medium,Some Cloud,Peregrine falcon,Y,0,0,0,Yes
314420,Airplane,RONALD REAGAN WASHINGTON NATL,"(-1, 0]",A-319,1,1,None,7/27/11 0:00,No damage,2,US AIRWAYS,DC,Landing Roll,None,True,True,"ID BY SMITHSONIAN. OPS RESPONDED AND COLLECTED SNARGE FROM A/C. USDA SENT REMAINS TO SI.DATA ENTRY NOE: # STRUCK NOT REPTD, ASSUME 1.",Small,Some Cloud,Killdeer,Y,0,0,0,No
313548,Airplane,FORT WORTH ALLIANCE,"(2000, 3000]",C-560,1,1,None,7/27/11 0:00,Caused damage,2,EXECUTIVE JET MGMNT,Texas,Approach,None,False,False,BIRD HIT UPPER LEFT NOSE AND DEFLECTED THE PANEL AND LIFTED THE ACCESS DOOR TO THE LEFT AVIONICS COMPARTMENT. HALF OF THE BIRD ENTERED THE AVIONICS BAY. REST OF THE BIRD WENT THRU THE LEFT ENG. A/C CONTD AND LANDED. NO DMG TO ENG. A/C WILL BE FERRIED TO R,Large,Some Cloud,"Hawks, eagles, vultures",N,0,2400,0,No
314819,Airplane,JOHNSTOWN-CAMBRIA,"(-1, 0]",CL-600,1,1,None,7/27/11 0:00,No damage,2,BUSINESS,Pennsylvania,Landing Roll,None,False,False,,Small,No Cloud,Barn swallow,N,0,0,0,No
314874,Airplane,CHICAGO EXECUTIVE ARPT,"(30, 50]",C-560,1,1,None,7/27/11 0:00,No damage,2,BUSINESS,Illinois,Approach,None,False,False,NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,50,0,No
314438,Airplane,LYNDEN PINDLING INTL ARPT,"(-1, 0]",A-319,1,1,None,7/28/11 0:00,No damage,2,US AIRWAYS,,Landing Roll,None,False,False,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
313555,Airplane,JOHN F KENNEDY INTL,"(200, 400]",A-320,1,1,None,7/28/11 0:00,No damage,2,JETBLUE AIRWAYS,New York,Approach,None,False,False,PILOT REPT: ON APCH  TO 4R BIRD HIT LEFT FWD WINDSHLD IN UPPER LEFT CORNER. CONTD NORMAL APCH & LDG. TWR WAS NOTIFIED AFTER LDG. LOGBOOK ENTRY MADE. UNDETERMINED BLACK BIRD. NO DMG FOUND BY MX INSPN.,Small,No Cloud,Unknown bird - small,N,0,400,0,No
314435,Airplane,METRO OAKLAND INTL,"(200, 400]",B-737-700,1,1,None,7/28/11 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,False,False,FINAL APRCH.,Small,No Cloud,Unknown bird - small,N,0,300,0,Yes
314426,Airplane,LONG BEACH-DAUGH FLD,"(-1, 0]",A-320,1,1,None,7/28/11 0:00,No damage,2,JETBLUE AIRWAYS,California,Take-off run,None,False,False,NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
314434,Airplane,DENVER INTL AIRPORT,"(0, 10]",B-737-300,1,1,None,7/28/11 0:00,No damage,2,SOUTHWEST AIRLINES,Colorado,Approach,None,False,False,NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,0,10,0,Yes
313554,Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",B-737-800,1,1,None,7/28/11 0:00,No damage,2,AMERICAN AIRLINES,DC,Take-off run,None,False,False,"ATIS WARNING. NO ISSUED. CAPT REPTD FUSELAGE WAS STRUCK, OTHER REPT INDICATED  WINDSHLD.",Small,No Cloud,Unknown bird - small,Y,0,0,0,Yes
314433,Airplane,DALLAS LOVE FIELD ARPT,"(200, 400]",B-737-300,1,1,None,7/28/11 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,BIRD REPTD AS SMALL BLACK BIRD.,Small,No Cloud,Unknown bird - small,Y,0,400,0,Yes
314424,Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-319,1,1,None,7/28/11 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Take-off run,None,False,False,ROTATION.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
314439,Airplane,PHOENIX SKY HARBOR,"(1000, 2000]",A-319,1,1,None,7/28/11 0:00,No damage,2,US AIRWAYS,Arizona,Climb,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,2000,0,No
313557,Airplane,SALT LAKE CITY INTL,"(-1, 0]",B-737-700,1,1,None,7/28/11 0:00,No damage,2,SOUTHWEST AIRLINES,Utah,Take-off run,None,True,False,"STRIKE REPTDVIA ATCT. A/C HIT BIRD AT ROTATION. REMAINS FOUND AT THE 7,500 RDR ON RWY 16R. ARPT CASE A11-11843.",Small,Some Cloud,Cliff swallow,Y,0,0,0,Yes
314425,Airplane,KANSAS CITY INTL,"(-1, 0]",A-319,1,1,None,7/28/11 0:00,No damage,2,FRONTIER AIRLINES,Missouri,Landing Roll,None,True,True,ID BY SMITHSONIAN. STRUCK AT 19L @ E4.,Small,Some Cloud,Barn swallow,Y,0,0,0,No
314875,Airplane,CHARLES B WHEELER DOWNTOWN ARPT,"(-1, 0]",C-210 CENTUR,1,1,None,7/28/11 0:00,No damage,1,FLIGHT EXPRESS,Missouri,Take-off run,None,True,False,A/C REPTD HITTING ANIMAL ON T/O. REMOVED FROM RWY.,Large,Some Cloud,Virginia opossum,Y,0,0,0,No
314622,Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",CL-RJ700,1,1,None,7/29/11 0:00,No damage,2,SKYWEST AIRLINES,California,Landing Roll,None,False,False,NO DMG. FLT 6389 REPTD STRIKE AT 2000' DOWN RWY. RWY SWEEP FOUND NO REMAINS. MET A/C AT GATE AND INTERVIEWED FLT CREW. F/O THOUGHT THEY MIGHT HAVE HIT A BIRD OVER RWY 28R. IT WAS SMALL AND DARK IN COLOR. NOTHING FOUND ON POST ARRIVAL WALK AROUND. (DATA EN,Small,Overcast,Unknown bird - small,N,0,0,0,No
314472,Airplane,BANGOR INTL,"(400, 600]",MD-11,1,1,None,7/29/11 0:00,No damage,3,WORLD AIRWAYS,Maine,Approach,None,False,False,BIRD STRUCK TWO FT BELOW F/O WINDSHIELD.,Small,No Cloud,Unknown bird - small,N,0,500,0,No
314463,Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-737-300,1,1,None,7/29/11 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Landing Roll,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
313562,Airplane,GREATER ROCHESTER INTL,"(30, 50]",A-320,1,1,None,7/29/11 0:00,No damage,2,JETBLUE AIRWAYS,New York,Approach,None,False,False,NO DMG FOUND BY MX INSPN.,Small,No Cloud,European starling,Y,0,50,0,No
313559,Airplane,TUNICA MUNI ARPT,"(0, 10]",MD-87,1,1,None,7/29/11 0:00,No damage,2,ALLEGIANT AIR,Mississippi,Approach,None,False,False,,Small,Some Cloud,Unknown bird - small,Y,0,10,0,No
314458,Airplane,RALEIGH-DURHAM INTL,"(5000, 18000]",EMB-190,1,1,None,7/29/11 0:00,No damage,2,JETBLUE AIRWAYS,North Carolina,Climb,None,False,False,RESIDUE ON PILOT FRONT/SIDE WINDSHIELD.,Small,Some Cloud,Unknown bird - small,N,0,7000,0,No
314470,Airplane,HARRISBURG INTL,"(400, 600]",A-319,1,1,None,7/29/11 0:00,No damage,2,US AIRWAYS,Pennsylvania,Climb,None,True,False,NO DMG INCURRED. PILOT ADVISED THAT AFTER DEPT HE SAW MORE THAN 100 BIRDS OFF DEPT END OF RWY 13.,Small,Overcast,Unknown bird - small,Y,0,500,0,No
314443,Airplane,ELMIRA/CORNING MUNICIPAL,"(50, 100]",CL-RJ100/200,1,1,None,7/29/11 0:00,No damage,2,AIR WISCONSIN AIRLINES,New York,Approach,None,True,False,,Small,Overcast,American kestrel,N,0,100,0,No
314455,Airplane,ATLANTIC CITY INTL,"(-1, 0]",BE-300 KING,1,1,None,7/29/11 0:00,No damage,2,FAA,New Jersey,Landing Roll,None,True,False,FOUND AT 1500 FT OF RWY 31. A/C ABLE TO TAXI INTO FAA RAMP WITH NO ISSUES.,Small,Some Cloud,American kestrel,Y,0,0,0,No
314442,Airplane,MIAMI INTL,"(-1, 0]",B-737-700,1,1,None,7/29/11 0:00,No damage,2,AEROMEXICO,Florida,Take-off run,None,True,False,CAPT REPTD TO TOWER STRIKING A BIRD ON T/O. NO PROBLEMS. RWY 8R INSPECTED. ONE MOURNING DOVE COLLECTED FROM 8R AND THE M-10 INTXN.,Small,No Cloud,Mourning dove,Y,0,0,0,Yes
314466,Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-737-700,1,1,None,7/29/11 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Landing Roll,None,True,False,BIRD STRUCK UPPER PART OF COWLING. NO DMG.,Small,No Cloud,Rock pigeon,Y,0,0,0,Yes
314453,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",DC-9-50,1,1,None,7/29/11 0:00,No damage,2,DELTA AIR LINES,Michigan,Landing Roll,None,True,False,BIRD SEEN PASSING F/O SIDE WINDOW. STRUCK RT MAIN LANDING GEAR. REMAINS REMVD FROM W SHOULDER OF RWY 22R ACROSS FROM TWY A7.,Small,Some Cloud,Cliff swallow,Y,0,0,0,No
