RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
234555,Airplane,SACRAMENTO INTL,"(200, 400]",B-767-300,1,1,None,6/29/05 0:00,No damage,2,HAWAIIAN AIR,California,Climb,None,False,False,"SPARROW-LIKE BIRD HIT FO'S WINDOW. NO DMG. (ELECTRONIC FORM FILED BY MARK ONO, WS HI ON BEHALF OF AIRLINE)",Small,No Cloud,Unknown bird - small,N,0,350,0,Yes
231876,Airplane,SACRAMENTO INTL,"(3000, 5000]",B-737-300,1,1,None,6/29/05 0:00,No damage,2,SOUTHWEST AIRLINES,California,Descent,None,False,False,,Medium,No Cloud,Unknown bird - medium,Y,0,4500,0,Yes
235858,Airplane,JAMES M COX DAYTON INTL,"(200, 400]",C-152,1,1,None,6/29/05 0:00,No damage,1,BUSINESS,Ohio,Climb,None,False,False,NO DMG. BIRD REMANANTS UNDER WING.,Small,Overcast,Unknown bird - small,N,0,400,0,No
232827,Airplane,PHOENIX SKY HARBOR,"(200, 400]",B-737-700,1,1,None,6/29/05 0:00,No damage,2,SOUTHWEST AIRLINES,Arizona,Approach,None,False,False,NO DMG. FINAL APCH.,Small,No Cloud,Unknown bird - small,N,0,300,0,Yes
235859,Airplane,MIAMI INTL,"(600, 1000]",BE-1900,1,1,None,6/29/05 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Approach,None,False,False,"ATIS WARNING. NO DMG. 1 REPT SAYS 2 BIRDS STRUCK, THE OTHER SAYS 1. BOTH SHOW CAPT AS REPORTER.",Large,No Cloud,Turkey vulture,Y,0,1000,0,No
233553,Airplane,DALLAS/FORT WORTH INTL ARPT,"(2000, 3000]",B-757-200,1,1,None,6/30/05 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,None,False,False,"TURNING 8-10 MILE FINAL, BIRD IT CAPT'S WINDSCREEN. NORMAL LDG.",Medium,Some Cloud,Unknown bird - medium,N,0,2500,0,Yes
234644,Airplane,NASHVILLE INTL,"(-1, 0]",B-737-700,1,1,None,6/30/05 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Take-off run,None,False,False,STRIKE WAS REPTD TO TWR ON DEPTR. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
232553,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(-1, 0]",BE-400 BJET,1,1,None,6/30/05 0:00,No damage,2,FLIGHT OPTIONS,Florida,Landing Roll,None,True,False,LANDING LIGHT DOOR WAS HIT. CAPT INSPCTD AND FOUND A/C AIRWORTHY,Small,Some Cloud,Northern mockingbird,Y,0,0,0,No
234068,Airplane,LOUISVILLE INTL ARPT,"(600, 1000]",DC-8-70,1,1,None,6/30/05 0:00,No damage,4,UPS AIRLINES,Kentucky,Approach,None,False,False,NO DMG. HIT ABOVE CAPT'S WINDOW. EVENT 6032.,Small,No Cloud,Unknown bird - small,N,0,1000,0,No
234639,Airplane,ADAMS FIELD ARPT,"(-1, 0]",CL-RJ700,1,1,None,7/1/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Arkansas,Landing Roll,Rain,False,False,HIT LWR L CORNER OF CAPT'S WINDSHLD. NO DMG. SML SMEAR.,Small,Overcast,Unknown bird - small,N,0,0,0,No
233904,Airplane,LAMBERT-ST LOUIS INTL,"(-1, 0]",CL-RJ100/200,1,1,None,7/1/05 0:00,No damage,2,AIR CANADA,Missouri,Landing Roll,None,False,False,,Small,Some Cloud,Mourning dove,Y,0,0,0,No
238496,Airplane,ALBANY INTL,"(600, 1000]",BE-1900,1,1,None,7/1/05 0:00,No damage,2,COMMUTAIR,New York,Approach,None,False,False,NO REMAINS RECOVERED. TIME OUT OF SERVICE 1/2 HR.,Small,Overcast,Unknown bird - small,N,0,1000,0,No
234760,Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-319,1,1,None,7/1/05 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Landing Roll,None,False,False,NO DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,No
235160,Airplane,INDIANAPOLIS INTL,"(50, 100]",A-319,1,1,None,7/1/05 0:00,No damage,2,FRONTIER AIRLINES,Indiana,Climb,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,80,0,No
234305,Airplane,CHICAGO O'HARE INTL ARPT,"(200, 400]",EMB-145,1,1,None,7/1/05 0:00,Caused damage,2,AMERICAN EAGLE AIRLINES,Illinois,Approach,None,False,False,GULL LIKE,Medium,No Cloud,Unknown bird - medium,N,0,300,0,No
232167,Airplane,DENVER INTL AIRPORT,"(0, 10]",A-319,1,1,None,7/1/05 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Climb,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,10,0,No
232666,Airplane,NORFOLK INTL,"(-1, 0]",EMB-145,1,1,None,7/2/05 0:00,No damage,2,CHAUTAUQUA AIRLINES,Virginia,Landing Roll,None,False,False,"BIRD REPTD AS DOVE, ASSUME MOURNING DOVE",Small,Overcast,Mourning dove,N,0,0,0,No
232176,Airplane,ORLANDO INTL,"(50, 100]",EMB-135,1,1,None,7/2/05 0:00,No damage,2,CHAUTAUQUA AIRLINES,Florida,Approach,None,False,False,,Small,Overcast,Unknown bird - small,Y,0,100,0,No
232395,Airplane,LONG ISLAND MAC ARTHUR,"(-1, 0]",BE-1900,1,1,None,7/2/05 0:00,No damage,2,COMMUTAIR,New York,Landing Roll,None,False,False,CAPT REPTD BIRDSTRIKE ON ROLLOUT,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
239353,Airplane,SALT LAKE CITY INTL,"(100, 200]",B-737-800,1,1,None,7/2/05 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,None,False,False,PILOT STATES ON APCH ABOUT 1/2 MILE FROM THRESHOLD A/C STRUCK A SML BIRD JUST BELOW CAP'T WINDSCREEN. NO REMAINS FOUND. PILOT SAW SEVERAL SIMILAR SML BIRDS IN AREA WHERE STRIKE OCCURED.,Small,No Cloud,Unknown bird - small,Y,0,200,0,Yes
232712,Airplane,SAWYER INTL,"(0, 10]",EMB-145,1,1,Other,7/2/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Michigan,Climb,None,False,False,SML BIRD FLEW ACROSS RWY NEAR GROUND LEVEL AND HIT NOSECONE AREA AT ROTATION. MX WAS CALLED OUT FOR INSPN. DELAYED FLT 25 MINS. COMPLETED FORMS AE 225 & 5200-7,Small,No Cloud,Unknown bird - small,N,0,8,0,No
235745,Airplane,CHARLES DE GAULLE,"(100, 200]",A-330,1,1,None,7/2/05 0:00,No damage,2,US AIRWAYS*,,Climb,None,False,False,,Small,Some Cloud,European starling,N,0,200,0,No
232501,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(-1, 0]",DHC8 DASH 8,1,1,None,7/3/05 0:00,No damage,2,PIEDMONT AIRLINES,North Carolina,Landing Roll,Fog,False,False,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
229224,Airplane,SACRAMENTO INTL,"(10, 30]",B-737-700,1,1,None,7/3/05 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,False,False,SWALLOW/STARLING. I DON'T RECALL BIRDS STATED ON ATIS. 20 MINUTES OUT OF SERVICE.,Small,No Cloud,Unknown bird - small,N,0,30,0,Yes
235747,Airplane,NASHVILLE INTL,"(0, 10]",B-737-300,1,1,None,7/4/05 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,10,0,Yes
231427,Airplane,BOISE AIR TERMINAL/GOWEN FIELD,"(600, 1000]",B-737-300,1,1,None,7/4/05 0:00,No damage,2,SOUTHWEST AIRLINES,Idaho,Approach,None,False,False,NO DMG. BIRD REPTD AS SPARROW HAWK. HIT PITOT TUBE BRACKET,Small,No Cloud,American kestrel,N,0,800,0,Yes
235189,Airplane,DALLAS LOVE FIELD ARPT,"(600, 1000]",B-737-700,1,1,None,7/4/05 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,None,False,False,NO DMG. BLOOD ON WINDSCREEN. NO REMAINS COLLECTED. NO DELAYS.,Small,Overcast,Unknown bird - small,N,0,1000,0,Yes
229481,Airplane,NASHVILLE INTL,"(-1, 0]",B-737-300,1,1,None,7/5/05 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Take-off run,None,False,False,HIT LWR RADOME. SML BIRD. NO DMG. DISPATCH & MX NOTIFIED.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,Yes
237317,Airplane,WESTCHESTER COUNTY ARPT,"(-1, 0]",C-560,1,1,None,7/5/05 0:00,No damage,2,BUSINESS,New York,Landing Roll,None,True,False,NO DMG. A/C WAS LANDING WHEN PILOT REPTD POSSIBLE STRIKE.,Small,Some Cloud,European starling,Y,0,0,0,No
233300,Airplane,BURKE LAKEFRONT,"(-1, 0]",LEARJET-35,1,1,None,7/6/05 0:00,No damage,2,BANKAIR,Ohio,Landing Roll,None,False,False,UNKN IF DMG,Small,Some Cloud,American kestrel,N,0,0,0,No
237933,Airplane,SALT LAKE CITY INTL,"(200, 400]",MD-90-30,1,1,None,7/6/05 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,None,False,False,NO DMG,Small,No Cloud,Unknown bird - small,N,0,350,0,No
234195,Airplane,LOS ANGELES INTL,"(10, 30]",CL-RJ100/200,1,1,None,7/6/05 0:00,No damage,2,SKYWEST AIRLINES,California,Approach,None,True,False,NO DMG,Small,Overcast,American kestrel,Y,0,20,0,No
231599,Airplane,LOVELL FIELD ARPT,"(-1, 0]",BE-200 KING,1,1,None,7/6/05 0:00,No damage,2,BUSINESS,Tennessee,Take-off run,None,False,False,1 MOURNING DOVE WAS FOUND AT 0718 AS AN UNREPORTED STRIKE. ASSUME IT WAS FROM THIS AIRCRAFT.,Small,Overcast,Mourning dove,N,0,0,0,No
234316,Airplane,RICHARD LLOYD JONES JR ARPT,"(10, 30]",C-172,1,1,Precautionary Landing,7/6/05 0:00,No damage,1,BUSINESS,Oklahoma,Climb,None,False,False,BIRD FOUND 50' S OF TWY A-1 25' E OF CENTERLINE. ID BY SMITHSONIAN FAA 1148,Small,No Cloud,Mourning dove,Y,0,20,0,No
227118,Airplane,GARY CHICAGO INTL,"(-1, 0]",CL-600,1,1,None,7/6/05 0:00,No damage,2,BUSINESS,Indiana,Landing Roll,None,False,False,SML BROWN BIRD. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
232452,Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-319,1,1,None,7/7/05 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Landing Roll,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
238579,Airplane,EPPLEY AIRFIELD,"(-1, 0]",AVRO RJ 85,1,1,None,7/7/05 0:00,No damage,4,MESABA AIRLINES,Nebraska,Take-off run,None,False,False,NO REMAINS FOUND. NO DMG.,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
234224,Airplane,HONOLULU INTL ARPT,"(400, 600]",B-737-200,1,1,None,7/7/05 0:00,No damage,2,ALOHA AIRLINES,Hawaii,Climb,None,False,False,STRONG SMELL OF BURNT BIRD ON FLT DECK DURING T/O. ALL ENG PARAMETERS NORMAL. CONTD FLT.,Small,No Cloud,Unknown bird - small,N,0,500,0,Yes
234561,Airplane,COLORADO SPRINGS MUNICIPAL,"(-1, 0]",CL-RJ700,1,1,None,7/7/05 0:00,No damage,2,SKYWEST AIRLINES,Colorado,Take-off run,None,True,False,PILOT DID NOT TAKE TO COMPANYMX AND CONTD FLT.,Small,No Cloud,Horned lark,N,0,0,0,No
230668,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",MD-88,1,1,None,7/7/05 0:00,No damage,2,DELTA AIR LINES,Kentucky,Landing Roll,None,False,False,ATIS WARNING,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,No
234426,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,1,1,None,7/7/05 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Take-off run,None,False,False,,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
236576,Airplane,PHOENIX SKY HARBOR,"(5000, 18000]",B-737-300,1,1,None,7/7/05 0:00,No damage,2,SOUTHWEST AIRLINES,Arizona,Descent,None,False,False,"NO DMG. 14,000 MSL, ASSUME 10,000' AGL BASED ON ARPT ELEVATION",Small,No Cloud,Unknown bird - small,N,0,10000,0,Yes
229733,Airplane,HOUSTON-HOBBY,"(600, 1000]",B-737-700,1,1,None,7/8/05 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,1000,0,Yes
231000,Airplane,BALTIMORE WASH INTL,"(0, 10]",B-737-700,1,1,None,7/8/05 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,None,False,False,NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,10,0,Yes
237697,Airplane,SACRAMENTO INTL,"(30, 50]",B-737-300,1,1,None,7/8/05 0:00,No damage,2,AMERICA WEST AIRLINES,California,Approach,Rain,False,False,REMAINS REMOVED AFTER CAPT REPTD STRIKE.(DATA ENTRY NOTE:  N# MAY BE INCORRECT),Small,Overcast,Barn owl,Y,0,50,0,Yes
237903,Airplane,MOLOKAI ARPT,"(-1, 0]",PA-31 NAVAJO,1,1,None,7/8/05 0:00,No damage,2,BUSINESS,Hawaii,Take-off run,None,True,False,PILOT REPTD STRIKE TO TWR. REMAINS FOUND ON 2ND INSPN.,Small,Overcast,Spotted dove,Y,0,0,0,No
239334,Airplane,MISSOULA INTL ARPT,"(-1, 0]",A-319,1,1,None,7/8/05 0:00,No damage,2,NORTHWEST AIRLINES,Montana,Take-off run,None,False,False,PILOT REPTD STRIKE OF 1 BIRD.,Small,No Cloud,Horned lark,N,0,0,0,No
234291,Airplane,LAMBERT-ST LOUIS INTL,"(-1, 0]",B-737-300,1,1,None,7/9/05 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,None,False,False,REMAINS FOUND ON CAPT'S SIDE OF RADOME APPROX 6-8 INCHES LONG AND 2-3 INCHES WIDE. SAW SML WHITE BIRD AT ROTATION AND HEARD THUMP AT SAME TIME. LOGBOOK ENTRY & REQSTD MX INSPN.,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
231911,Airplane,DENVER INTL AIRPORT,"(0, 10]",EMB-120,1,1,None,7/9/05 0:00,No damage,2,SKYWEST AIRLINES,Colorado,Approach,None,False,False,RELEASED RADOME LATCH,Small,No Cloud,Unknown bird - small,Y,0,5,0,No
232911,Airplane,MCNARY FLD ARPT,"(100, 200]",GRUMAMER AA5,1,1,None,7/9/05 0:00,No damage,1,BUSINESS,Oregon,Climb,None,False,False,DOING TOUCH AND GO SAW BIRD 1-2 FEET IN FRONT OF PROP. DID NOT FEEL STRIKE. PERFORMANCE UNEFFECTED. REPTD POSSIBLE STRIKE TO TWR AND LANDED TO INSPCT A/C. FOUND BIRD IN L INTAKE LODGED ON TOP BTWN 2 CYLINDERS. NO ENG DMG. TOOK PHOTO OF BIRD.,Small,No Cloud,Unknown bird - small,Y,0,200,0,No
231940,Airplane,MOLOKAI ARPT,"(0, 10]",DHC8 DASH 8,1,1,None,7/9/05 0:00,No damage,2,ISLAND AIR,Hawaii,Approach,None,False,False,NO DMG. BIRD HIT NOSE & WINDSHLD ON TD. COST ADDED BY WS BUT NOT SUBSTANTIATED,Small,No Cloud,Unknown bird - small,Y,0,10,0,No
233583,Airplane,LOVELL FIELD ARPT,"(-1, 0]",PA-28,1,1,None,7/9/05 0:00,No damage,1,PRIVATELY OWNED,Tennessee,Taxi,None,False,False,"PILOT UNAWARE OF STRIKE. OBSVD BY ARPT OPS. (BIRD REPTD AS MEADOWLARK, ASSUME EASTERN FROM LOCATION)",Small,Some Cloud,Eastern meadowlark,N,0,0,0,No
232645,Airplane,SALT LAKE CITY INTL,"(-1, 0]",MD-82,1,1,None,7/9/05 0:00,No damage,2,AMERICAN AIRLINES,Utah,Take-off run,None,False,False,"HIT 16"" ABOVE CENTER COCKPIT WINDSHLD. FLT CONTD.",Small,No Cloud,Unknown bird - small,N,0,0,0,No
230218,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(600, 1000]",B-737-700,1,1,None,7/9/05 0:00,No damage,2,SOUTHWEST AIRLINES,Michigan,Approach,None,False,False,POST FLT INSPN BY AIRCREW & CONTRACT MX CONFIRMED NO DMG.,Small,No Cloud,Unknown bird - small,N,0,1000,0,Yes
233735,Airplane,NASHVILLE INTL,"(2000, 3000]",MD-82,1,1,None,7/9/05 0:00,No damage,2,AMERICAN AIRLINES,Tennessee,Approach,None,False,False,SAW 2 HIT 1 ON TURN FROM RT BASE TO FINAL. HIT JUTS AFT OF RADOME.,Large,No Cloud,Turkey vulture,N,0,2200,0,No
233669,Airplane,PORTLAND INTL (OR),"(-1, 0]",A-319,1,1,None,7/9/05 0:00,No damage,2,FRONTIER AIRLINES,Oregon,Take-off run,None,True,False,A/C REPTD AS 796,Small,Overcast,Cliff swallow,Y,0,0,0,No
231346,Airplane,KANSAS CITY INTL,"(0, 10]",MD-82,1,1,None,7/9/05 0:00,No damage,2,AMERICAN AIRLINES,Missouri,Approach,None,True,True,"FEATHERS ON TOP OF NOSE CONE AT BASE OF WINDSHLD. ID BY SMITHSONIAN, FAA 1139",Small,No Cloud,Barn swallow,N,0,10,0,No
228959,Airplane,WACO REGIONAL ARPT,"(0, 10]",SAAB-340,1,1,None,7/10/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Approach,None,False,False,HIT L SIDE OF NOSE. FOUND SML BLOOD STAIN AND A FEW FEATHERS. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,5,0,No
235772,Airplane,BURLINGTON INTL,"(-1, 0]",EMB-145,1,1,None,7/10/05 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Vermont,Take-off run,None,False,False,REMAINS WERE STUCK IN WINDSHLD.,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
229088,Airplane,TED STEVENS ANCHORAGE INTL,"(-1, 0]",B-737-800,1,1,None,7/10/05 0:00,No damage,2,SUN COUNTRY AIRLINES,Alaska,Take-off run,None,True,False,PILOT SAW BIRD DID NOT KNOW IF HE HIT IT. NO APPARENT DMG TO RT WING. FLT CONTD TO MSP.,Medium,No Cloud,Herring gull,N,0,0,0,Yes
231722,Airplane,LAMBERT-ST LOUIS INTL,"(600, 1000]",B-737-700,1,1,None,7/11/05 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Approach,None,False,False,SML BLACK BIRD.,Small,Some Cloud,Unknown bird - small,N,0,1000,0,Yes
233601,Airplane,ERNEST A LOVE FIELD,"(-1, 0]",C-172,1,1,Aborted Take-off,7/11/05 0:00,No damage,1,BUSINESS,Arizona,Take-off run,None,False,False,BIRD HIT PROP & SPLATTERED ON WINDSHLD. PILOT CHECKED FOR INGESTION. NONE FOUND. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
234384,Airplane,TED STEVENS ANCHORAGE INTL,"(600, 1000]",DC-9-40,1,1,None,7/11/05 0:00,No damage,2,ABX AIR,Alaska,Approach,None,False,False,CENTER WINDSCREEN. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,800,0,No
231831,Airplane,ATLANTIC CITY INTL,"(-1, 0]",MD-80,1,1,None,7/11/05 0:00,No damage,2,SPIRIT AIRLINES,New Jersey,Take-off run,None,False,False,"PILOT REPTD, CONTD FLT TO MYRTLE BEACH",Small,No Cloud,Laughing gull,Y,0,0,0,No
234648,Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-319,1,1,None,7/11/05 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Take-off run,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
233838,Airplane,CHICAGO MIDWAY INTL ARPT,"(-1, 0]",B-737-300,1,1,None,7/11/05 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Take-off run,None,False,False,BIRD REPTD AS STARLING. WAS IDENTIFIED AS A CHIMNEY SWIFT,Small,Some Cloud,Chimney swift,Y,0,0,0,Yes
231471,Airplane,HENDERSON FIELD,"(10, 30]",LOCKHEED C-130,1,1,None,7/12/05 0:00,No damage,4,GOVERNMENT,Prince Edward Island,Approach,None,True,False,BIRD FLEW DIRECTLY INTO PROP ON #1 ENG. SEVERED IN TWO. ALL PARTS COLLECTED. NO DMG TO A/C.,Large,Some Cloud,Laysan albatross,Y,0,20,0,No
234438,Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",MD-88,1,1,None,7/12/05 0:00,No damage,2,DELTA AIR LINES,Florida,Landing Roll,None,True,False,RT MAIN GEAR ABSORBED MOS OF THE IMPACT. NO DMG.,Large,Some Cloud,American alligator,Y,0,0,0,No
233152,Airplane,GROTON-NEW LONDON AR,"(-1, 0]",C-650,1,1,None,7/13/05 0:00,No damage,2,BUSINESS,Connecticut,Landing Roll,None,False,False,,Medium,Overcast,Ring-billed gull,N,0,0,0,No
235668,Airplane,LAMBERT-ST LOUIS INTL,"(-1, 0]",BA-31 JETSTR,1,1,None,7/13/05 0:00,No damage,2,CORPORATE AIRLINES,Missouri,Taxi,None,False,False,ATIS WARNING.,Small,Some Cloud,American kestrel,Y,0,0,0,No
231990,Airplane,GREATER ROCKFORD,"(100, 200]",BE-90  KING,1,1,None,7/13/05 0:00,No damage,2,BUSINESS,Illinois,Approach,None,False,False,,Small,Overcast,Unknown bird - small,N,0,200,0,No
232522,Airplane,SACRAMENTO MATHER ARPT,"(-1, 0]",B-767-200,1,1,None,7/13/05 0:00,No damage,2,ABX AIR,California,Take-off run,None,False,False,BIRD WAS YELLOW. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
232523,Airplane,SALT LAKE CITY INTL,"(100, 200]",CL-RJ100/200,1,1,None,7/13/05 0:00,No damage,2,ALASKA AIRLINES,Utah,Approach,None,False,False,HIT F/O SIDE WINDSCREEN,Small,No Cloud,Unknown bird - small,Y,0,200,0,No
234078,Airplane,SALT LAKE CITY INTL,"(-1, 0]",EMB-120,1,1,None,7/13/05 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,None,True,False,HIT WINDSHLD. NO DMG REPTD BY FLT CREW,Small,No Cloud,Horned lark,Y,0,0,0,No
237695,Airplane,WASHINGTON DULLES INTL ARPT,"(10, 30]",A-320,1,1,None,7/13/05 0:00,No damage,2,UNITED AIRLINES,DC,Approach,None,False,False,ATIS WARNING. BIRDSTRIKE ON TUCHDOWN BELOW FO'S WINDSHDL. NO DMG. 1/2 MAN HR,Medium,Overcast,Unknown bird - medium,Y,0,20,0,No
235431,Airplane,SAN FRANCISCO INTL ARPT,"(200, 400]",EMB-120,1,1,None,7/14/05 0:00,No damage,2,SKYWEST AIRLINES,California,Approach,None,False,False,"BIRD REPTD AS PELICAN, ARPT BIOL SAID MOST IN AREA ARE BROWN PELICANS.",Large,No Cloud,Brown pelican,N,0,250,0,No
233538,Airplane,LOVELL FIELD ARPT,"(30, 50]",BE-300 KING,1,1,None,7/14/05 0:00,No damage,2,BUSINESS,Tennessee,Climb,None,False,False,"NO DMG. # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,Some Cloud,Unknown bird - small,N,0,50,0,No
230607,Airplane,LOVELL FIELD ARPT,"(10, 30]",EMB-145,1,1,None,7/14/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Tennessee,Approach,None,False,False,SML BLACK BIRD,Small,Overcast,Unknown bird - small,N,0,20,0,No
236123,Airplane,ONTARIO INTL ARPT,"(200, 400]",B-737,1,1,None,7/14/05 0:00,No damage,2,DELTA AIR LINES,California,Climb,None,True,False,PILOT REPTD TO TWR THAT HE WENT THRU A FLOCK OF WHAT HE THOUGHT WERE GULLS. AS HE TOLD TWR THIS I SAW THE BIRDS SCATTER AND 1 FELL TO THE GROUND. REMAINS WERE IN 5 PIECES AND FELL ON NW CORNER OF RSA AT INTXN OF TWY F AND RWY 26L.,Small,Some Cloud,Rock pigeon,Y,0,300,0,Yes
232904,Airplane,OWENSBORO-DAVIESS,"(-1, 0]",BA-31 JETSTR,1,1,None,7/14/05 0:00,Caused damage,2,MIDAMERICAJET,Kentucky,Landing Roll,None,True,True,"ID BY SMITHSONIAN, FAA 1144. #2 ENG 1ST STAGE CENTRIFUGAL COMPRESSOR BLADE DEFORMED AND ADJACENT BLADE SCRATCHED. ENG HAD TO BE SENT OUT FOR REPAIR. THRE ARE CROPS AROUND ARPT.",Small,Overcast,Mourning dove,N,"193,273",0,0,No
229771,Airplane,BOB HOPE ARPT,"(-1, 0]",B-737-700,1,1,None,7/14/05 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,None,False,False,HIT LDG GEAR STRUT. PIGEON SIZE. NO DMG,Medium,No Cloud,Unknown bird - medium,N,0,0,0,Yes
230608,Airplane,THE EASTERN IOWA ARPT,"(-1, 0]",EMB-145,1,1,None,7/14/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Iowa,Landing Roll,None,False,False,NO DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,No
234495,Airplane,EVANSVILLE REGIONAL,"(-1, 0]",EMB-145,1,1,None,7/15/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Indiana,Take-off run,"Fog, Rain",False,False,REMAINS ON WINDSHLD.,Small,Overcast,Unknown bird - small,N,0,0,0,No
231566,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(30, 50]",C-208,1,1,None,7/15/05 0:00,No damage,1,BUSINESS,Florida,Approach,None,False,False,ATIS WARNING. NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,0,50,0,No
235042,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",MD-88,1,1,None,7/15/05 0:00,No damage,2,DELTA AIR LINES,Kentucky,Landing Roll,None,False,False,ARPT BIOL HAD NO INFORMATION ON THIS EVENT,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
234465,Airplane,NEW ORLEANS INTL,"(50, 100]",B-717-200,1,1,None,7/15/05 0:00,No damage,2,AIRTRAN AIRWAYS,Louisiana,Climb,None,False,False,HERON/CRANE. SUSPECTED INGESTION IN #2 ENG DUE TO ODOR IN CABIN. NO CHANGE IN ENG PARAMETERS. NO DMG.,Medium,Some Cloud,Unknown bird - medium,N,0,100,0,No
233705,Airplane,NEW ORLEANS INTL,"(-1, 0]",A-320,1,1,None,7/15/05 0:00,No damage,2,JETBLUE AIRWAYS,Louisiana,Take-off run,None,False,False,"BIRD WAS 6-8"" AND GREY/BROWN. JUST PRIOR TO ROTATION SML BIRD HIT CAPT'S SIDE FWD WINDOW AND BOUNCED OFF AND UP OVER THE FUSELAGE. REMAINS ON WINDOW. T/O CONTD. MX INSPN FOUND NO PROBLEMS.",Small,Some Cloud,Unknown bird - small,N,0,0,0,No
234464,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-717-200,1,1,None,7/15/05 0:00,No damage,2,AIRTRAN AIRWAYS,Texas,Take-off run,None,False,False,STRIKE AT ROTATION. NO DMG. NO EFFECT OTHER THAN BEING LOUD AND UNEXPECTED.,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
